valor,categoria,dia_da_semana,essencial,recorrente
134.55,Combustível,1,1,1
56.31,Combustível,3,1,1
49.93,Combustível,4,1,1
119.79,Lazer,1,0,1
61.29,Combustível,3,1,1
112.89,Lanche,5,0,1
105.81,Combustível,5,1,1
85.71,Manutenção,4,1,0
42.77,Manutenção,4,0,0
112.6,Alimentação,1,1,1
128.85,Lanche,6,1,1
139.83,Combustível,6,1,1
143.7,Alimentação,2,1,0
23.25,Combustível,7,1,1
25.53,Combustível,6,1,1
24.78,Lazer,4,0,1
35.1,Lazer,4,0,1
148.49,Combustível,3,1,1
141.05,Manutenção,4,0,1
141.95,Lazer,3,0,0
103.65,Combustível,1,1,1
68.55,Alimentação,5,1,0
17.2,Alimentação,3,1,0
65.65,Combustível,6,1,1
94.25,Lazer,6,0,1
75.85,Manutenção,4,1,0
145.0,Lazer,3,0,0
120.82,Combustível,4,1,1
15.89,Alimentação,4,1,1
15.47,Lanche,1,0,0
13.05,Alimentação,7,1,0
107.04,Lanche,7,1,1
122.86,Alimentação,6,1,0
47.38,Manutenção,2,1,1
87.94,Lanche,5,1,0
41.48,Lanche,7,1,0
117.52,Alimentação,4,1,0
124.98,Manutenção,4,0,0
39.19,Lanche,2,0,0
130.68,Combustível,6,1,1
62.61,Manutenção,5,0,1
69.08,Manutenção,5,1,0
145.88,Alimentação,3,1,0
65.44,Lazer,4,0,1
76.75,Alimentação,4,1,1
19.14,Lanche,3,0,1
120.82,Alimentação,2,1,1
144.11,Lazer,7,0,0
46.28,Lazer,6,0,1
132.16,Lazer,1,0,0
85.51,Lazer,5,0,0
116.66,Lanche,4,1,1
74.61,Combustível,2,1,1
54.18,Lazer,7,0,0
92.7,Alimentação,6,1,0
145.16,Lanche,1,1,1
57.23,Lazer,6,0,0
126.52,Lazer,6,0,0
126.61,Manutenção,4,1,0
148.03,Manutenção,2,0,1
87.77,Lazer,6,0,0
115.65,Lanche,4,0,1
137.7,Lazer,6,0,1
88.04,Lanche,7,1,1
27.3,Alimentação,5,1,1
37.74,Lanche,1,1,1
38.61,Alimentação,3,1,1
84.41,Manutenção,2,1,1
117.81,Manutenção,7,0,0
15.86,Manutenção,6,0,0
140.94,Lazer,3,0,1
123.59,Alimentação,6,1,1
126.95,Combustível,2,1,1
36.14,Lanche,3,0,0
143.61,Manutenção,6,1,0
128.45,Lanche,6,1,1
91.6,Manutenção,4,1,1
96.38,Combustível,4,1,1
48.15,Lazer,1,0,0
140.76,Combustível,1,1,1
13.92,Lazer,1,0,1
79.05,Combustível,6,1,1
18.45,Lanche,5,1,1
78.77,Alimentação,1,1,0
55.55,Manutenção,2,0,0
104.94,Manutenção,6,0,0
12.74,Lanche,4,0,1
71.89,Lazer,3,0,1
94.73,Combustível,4,1,1
102.95,Lanche,5,1,1
28.13,Lazer,5,0,0
114.74,Alimentação,4,1,0
71.26,Alimentação,5,1,0
141.97,Lanche,5,1,0
28.07,Alimentação,7,1,0
99.4,Lanche,4,0,0
102.56,Lanche,3,0,1
118.12,Lazer,1,0,1
61.22,Combustível,6,1,1
64.3,Lazer,2,0,1
146.58,Lazer,1,0,1
138.61,Manutenção,6,0,1
14.22,Manutenção,7,1,1
57.7,Lazer,7,0,0
88.22,Combustível,4,1,1
90.77,Lazer,4,0,0
111.67,Lanche,4,0,1
95.49,Lanche,5,1,0
16.33,Combustível,7,1,1
34.29,Lanche,4,0,0
67.8,Manutenção,7,0,0
57.46,Alimentação,2,1,1
119.89,Combustível,7,1,1
49.1,Manutenção,2,0,1
125.21,Lazer,6,0,1
84.85,Combustível,3,1,1
54.5,Lanche,7,1,1
27.75,Combustível,6,1,1
92.14,Manutenção,6,0,0
108.34,Alimentação,7,1,0
107.96,Lazer,3,0,0
60.32,Combustível,3,1,1
130.56,Combustível,5,1,1
51.25,Manutenção,3,1,1
94.12,Lazer,2,0,0
133.5,Lanche,5,0,1
58.73,Lanche,1,0,1
44.55,Combustível,3,1,1
56.57,Alimentação,6,1,0
15.67,Manutenção,4,1,0
81.22,Lazer,5,0,0
60.81,Combustível,7,1,1
118.5,Lazer,4,0,1
49.43,Lazer,2,0,0
130.05,Lanche,5,0,1
39.32,Lanche,1,1,1
35.44,Lanche,3,0,0
107.16,Manutenção,1,0,0
70.05,Lanche,1,1,1
21.76,Lazer,5,0,0
98.11,Combustível,4,1,1
44.62,Lazer,7,0,1
56.53,Alimentação,7,1,0
147.6,Lanche,3,1,0
130.83,Lazer,3,0,0
129.47,Manutenção,4,1,0
29.65,Manutenção,1,0,1
130.21,Manutenção,7,0,0
98.87,Lanche,5,0,1
67.94,Lanche,7,0,0
28.23,Alimentação,6,1,0
59.84,Lanche,4,1,0
51.59,Combustível,3,1,1
39.28,Lanche,4,1,0
149.45,Lazer,3,0,0
77.34,Lazer,4,0,1
27.82,Combustível,6,1,1
56.63,Combustível,2,1,1
141.77,Lazer,1,0,0
89.35,Alimentação,2,1,1
81.94,Combustível,6,1,1
145.8,Combustível,4,1,1
67.82,Lanche,2,1,0
27.58,Lanche,6,1,0
14.12,Lanche,5,0,0
20.36,Alimentação,6,1,0
131.06,Alimentação,7,1,0
14.23,Combustível,1,1,1
78.37,Manutenção,3,1,1
140.12,Lazer,6,0,1
96.38,Combustível,3,1,1
125.0,Manutenção,2,1,0
63.34,Alimentação,2,1,0
148.17,Combustível,6,1,1
54.76,Lazer,7,0,0
106.2,Lanche,3,1,1
66.25,Manutenção,7,0,0
17.75,Manutenção,4,1,0
32.52,Combustível,3,1,1
17.66,Alimentação,5,1,1
11.33,Lazer,4,0,0
17.31,Lazer,3,0,0
143.73,Lazer,7,0,0
112.28,Lanche,5,1,1
17.34,Alimentação,7,1,0
106.02,Lazer,7,0,0
75.69,Manutenção,3,0,0
96.47,Combustível,6,1,1
77.6,Manutenção,7,1,0
26.43,Manutenção,4,0,0
16.1,Lazer,4,0,1
43.0,Lazer,7,0,1
75.65,Manutenção,1,0,1
67.94,Alimentação,6,1,1
41.01,Alimentação,1,1,1
30.91,Lazer,2,0,1
16.18,Alimentação,5,1,0
89.08,Combustível,7,1,1
133.66,Manutenção,6,0,1
130.54,Manutenção,3,1,1
143.89,Lazer,1,0,1
122.54,Combustível,3,1,1
33.22,Combustível,1,1,1
112.75,Lazer,5,0,1
27.8,Alimentação,1,1,1
85.65,Lanche,1,1,0
77.12,Manutenção,6,1,0
138.81,Alimentação,4,1,0
27.9,Alimentação,4,1,0
34.55,Combustível,2,1,1
86.82,Manutenção,7,0,1
96.91,Combustível,2,1,1
26.46,Alimentação,6,1,1
145.4,Lanche,2,0,0
25.79,Manutenção,7,0,1
67.53,Alimentação,7,1,0
109.01,Alimentação,5,1,0
86.24,Lazer,3,0,0
143.76,Lanche,7,1,0
85.28,Manutenção,5,0,1
99.07,Lanche,1,1,1
62.34,Alimentação,3,1,0
54.55,Lazer,3,0,0
34.67,Alimentação,5,1,0
23.76,Alimentação,5,1,0
133.13,Lanche,2,0,1
91.03,Alimentação,7,1,0
47.65,Lanche,4,1,1
109.08,Manutenção,3,0,1
95.48,Lazer,2,0,0
15.39,Lanche,7,0,1
149.83,Lazer,5,0,1
88.66,Lazer,2,0,0
58.92,Lanche,6,1,1
80.74,Lanche,2,0,1
115.36,Alimentação,2,1,1
81.7,Alimentação,3,1,1
115.45,Combustível,4,1,1
125.88,Manutenção,1,0,1
118.63,Manutenção,7,0,0
82.07,Lazer,2,0,0
74.13,Lanche,5,0,0
17.48,Lazer,4,0,1
133.59,Manutenção,5,0,1
97.61,Lazer,3,0,0
125.36,Manutenção,6,0,1
108.74,Manutenção,3,0,0
41.71,Alimentação,4,1,1
69.2,Manutenção,4,0,1
20.9,Lazer,5,0,0
83.76,Manutenção,6,0,0
125.85,Combustível,1,1,1
146.65,Lazer,5,0,0
73.81,Lanche,3,0,0
62.15,Lanche,1,0,1
84.51,Alimentação,7,1,1
60.67,Lanche,2,0,1
111.71,Manutenção,5,0,1
139.8,Manutenção,1,1,0
36.26,Combustível,1,1,1
146.21,Alimentação,1,1,1
149.23,Lazer,5,0,0
100.19,Lanche,3,0,0
12.15,Alimentação,2,1,0
67.7,Lazer,3,0,0
52.09,Manutenção,5,0,0
117.39,Lanche,4,0,0
72.59,Lanche,2,1,1
136.39,Lanche,5,0,1
20.67,Combustível,1,1,1
149.29,Manutenção,7,0,1
16.59,Manutenção,7,1,1
107.41,Lanche,4,1,1
119.11,Lanche,2,0,1
114.83,Lazer,5,0,0
106.15,Alimentação,1,1,1
18.66,Lanche,4,0,1
19.25,Alimentação,7,1,1
81.46,Lanche,4,0,1
91.06,Lanche,3,1,0
18.78,Lanche,1,0,1
69.01,Manutenção,2,0,1
141.94,Alimentação,7,1,1
70.83,Alimentação,3,1,0
39.54,Combustível,4,1,1
69.0,Lanche,5,1,0
135.75,Alimentação,1,1,0
59.93,Lazer,7,0,1
69.52,Combustível,2,1,1
111.68,Manutenção,1,0,0
103.44,Lanche,2,0,1
24.36,Lazer,3,0,0
62.52,Lazer,1,0,0
80.85,Lazer,6,0,1
22.92,Lanche,5,1,0
98.93,Combustível,4,1,1
97.67,Lanche,6,1,1
88.44,Lazer,4,0,1
39.18,Lanche,1,0,1
121.01,Lanche,5,1,1
106.87,Combustível,1,1,1
46.88,Manutenção,1,0,1
50.75,Manutenção,4,0,1
37.63,Combustível,2,1,1
85.18,Lanche,1,1,1
125.92,Lazer,4,0,1
31.17,Lanche,3,1,1
64.05,Lanche,7,1,1
96.1,Lanche,6,0,0
47.73,Manutenção,4,1,1
113.58,Alimentação,2,1,0
27.35,Lazer,2,0,1
41.97,Manutenção,6,1,1
67.59,Lazer,2,0,0
136.55,Combustível,4,1,1
109.02,Lanche,3,1,0
117.64,Combustível,3,1,1
75.98,Lanche,6,1,1
35.53,Alimentação,4,1,0
105.87,Lazer,1,0,1
135.62,Manutenção,3,0,1
127.64,Lanche,1,1,1
77.21,Lazer,5,0,1
12.84,Lazer,4,0,0
141.87,Lanche,7,1,1
72.11,Alimentação,3,1,1
21.43,Lanche,2,1,0
90.52,Alimentação,3,1,0
138.41,Manutenção,1,0,1
125.95,Lanche,3,1,1
26.4,Alimentação,1,1,1
102.27,Lanche,6,1,1
10.21,Combustível,3,1,1
45.37,Combustível,2,1,1
85.47,Alimentação,6,1,1
139.4,Manutenção,3,0,0
60.76,Manutenção,3,1,0
13.79,Manutenção,5,0,1
65.45,Manutenção,5,1,0
130.87,Combustível,2,1,1
130.71,Manutenção,2,1,0
53.4,Manutenção,5,1,1
34.13,Alimentação,2,1,1
96.78,Combustível,1,1,1
137.95,Lazer,2,0,0
55.54,Alimentação,1,1,1
46.6,Combustível,5,1,1
88.14,Lazer,5,0,0
143.79,Lanche,4,0,1
140.68,Alimentação,5,1,1
94.59,Lazer,6,0,1
39.45,Lazer,6,0,0
58.31,Combustível,5,1,1
60.67,Manutenção,6,0,0
124.03,Lanche,4,0,1
43.8,Lanche,6,0,1
57.75,Alimentação,1,1,1
82.02,Lazer,1,0,1
92.05,Alimentação,1,1,1
137.97,Manutenção,2,0,1
104.38,Lazer,3,0,1
31.65,Alimentação,6,1,1
118.07,Manutenção,1,1,0
137.79,Lanche,1,0,1
87.89,Alimentação,5,1,1
52.99,Combustível,5,1,1
33.12,Alimentação,4,1,1
68.93,Manutenção,2,1,0
47.14,Lanche,2,1,0
38.18,Alimentação,2,1,1
92.78,Manutenção,1,1,0
37.57,Alimentação,1,1,1
118.73,Alimentação,6,1,1
82.68,Manutenção,7,1,0
106.07,Lazer,7,0,1
46.74,Lanche,6,1,1
117.81,Manutenção,1,1,1
123.67,Lazer,4,0,1
90.44,Lazer,6,0,1
138.6,Lanche,7,0,1
42.13,Manutenção,5,0,0
21.28,Alimentação,5,1,1
23.74,Combustível,3,1,1
60.84,Lanche,4,0,1
138.33,Alimentação,1,1,0
58.48,Combustível,7,1,1
95.09,Alimentação,7,1,0
103.33,Alimentação,1,1,1
53.38,Lazer,4,0,0
102.84,Lanche,2,1,0
96.0,Manutenção,4,0,0
143.53,Manutenção,3,1,0
39.9,Lazer,2,0,0
90.91,Lazer,5,0,1
115.02,Alimentação,3,1,0
37.15,Lazer,7,0,1
60.16,Lazer,5,0,1
10.65,Manutenção,3,0,0
14.53,Combustível,7,1,1
149.43,Manutenção,6,0,1
110.21,Combustível,5,1,1
40.18,Lazer,1,0,0
112.42,Combustível,2,1,1
11.33,Combustível,1,1,1
69.82,Lanche,2,1,1
26.66,Manutenção,7,0,0
34.07,Lazer,7,0,1
74.49,Alimentação,4,1,1
76.31,Lazer,5,0,0
52.4,Manutenção,1,1,0
22.77,Combustível,1,1,1
13.76,Combustível,2,1,1
72.19,Manutenção,2,1,0
81.74,Alimentação,5,1,1
41.97,Manutenção,4,1,1
133.41,Alimentação,4,1,0
105.87,Combustível,5,1,1
92.16,Alimentação,7,1,0
89.37,Manutenção,2,1,0
84.63,Combustível,7,1,1
71.67,Alimentação,5,1,0
59.44,Combustível,3,1,1
145.64,Manutenção,1,0,0
149.7,Alimentação,7,1,0
136.27,Combustível,3,1,1
55.54,Lanche,3,1,1
16.61,Alimentação,2,1,1
11.99,Lanche,4,0,1
98.63,Manutenção,4,1,1
129.16,Manutenção,3,1,0
54.06,Lazer,4,0,1
91.96,Manutenção,5,0,0
63.01,Lazer,1,0,0
89.78,Manutenção,6,0,0
63.37,Alimentação,4,1,1
99.02,Alimentação,4,1,0
126.16,Manutenção,3,1,0
12.23,Lazer,2,0,1
116.51,Alimentação,5,1,0
98.57,Manutenção,3,1,0
73.21,Manutenção,6,0,0
149.35,Manutenção,4,0,1
61.96,Lanche,1,1,0
138.31,Manutenção,4,0,0
95.65,Alimentação,3,1,0
122.19,Combustível,7,1,1
69.98,Lanche,2,1,1
116.55,Combustível,6,1,1
140.91,Manutenção,5,1,1
115.89,Lanche,1,0,0
44.22,Lazer,3,0,0
73.97,Lanche,4,0,0
20.43,Lanche,1,1,0
60.48,Lazer,6,0,1
147.05,Lazer,1,0,1
113.28,Lazer,4,0,0
85.65,Combustível,4,1,1
143.42,Manutenção,1,1,0
82.59,Combustível,3,1,1
90.67,Manutenção,5,0,1
127.75,Combustível,4,1,1
109.74,Combustível,4,1,1
70.62,Lazer,7,0,1
28.18,Lazer,3,0,1
41.75,Lanche,7,0,1
79.33,Alimentação,3,1,0
45.4,Manutenção,2,1,1
25.09,Lanche,5,1,0
79.83,Combustível,3,1,1
49.41,Alimentação,5,1,1
78.16,Manutenção,6,1,1
88.03,Lazer,2,0,0
139.97,Lazer,2,0,0
80.59,Lanche,6,0,0
102.8,Combustível,1,1,1
108.86,Manutenção,1,1,1
38.46,Manutenção,6,0,0
74.46,Combustível,2,1,1
72.41,Combustível,7,1,1
73.81,Lazer,5,0,0
91.2,Lanche,6,0,1
89.88,Lanche,7,1,0
26.32,Alimentação,3,1,0
72.93,Lanche,5,0,0
77.58,Alimentação,1,1,0
119.85,Alimentação,5,1,0
92.9,Lanche,6,1,0
109.65,Manutenção,7,1,0
145.07,Combustível,6,1,1
24.87,Lanche,6,1,1
33.69,Lanche,1,0,1
131.91,Lazer,5,0,0
15.59,Manutenção,3,0,0
106.7,Alimentação,7,1,0
108.87,Lazer,1,0,1
115.76,Manutenção,1,0,1
40.46,Combustível,2,1,1
118.8,Lazer,7,0,1
97.11,Lanche,4,0,1
149.82,Lazer,7,0,0
56.26,Lanche,3,0,0
80.14,Lazer,6,0,0
43.41,Lazer,7,0,0
83.35,Lanche,1,0,1
71.55,Combustível,1,1,1
113.74,Combustível,6,1,1
140.3,Lazer,2,0,0
21.16,Lanche,6,0,1
146.38,Lanche,5,0,0
122.35,Combustível,4,1,1
131.25,Lazer,2,0,0
130.7,Lazer,2,0,1
140.63,Alimentação,7,1,0
62.63,Lazer,1,0,0
37.68,Combustível,6,1,1
41.04,Combustível,2,1,1
54.74,Lanche,4,0,0
84.34,Alimentação,5,1,1
98.62,Lanche,4,0,0
128.51,Combustível,5,1,1
120.63,Manutenção,2,0,0
145.05,Alimentação,4,1,0
149.63,Lanche,2,1,1
46.72,Manutenção,1,0,1
51.65,Lanche,7,1,1
144.33,Manutenção,3,1,0
41.38,Combustível,6,1,1
71.47,Lanche,2,0,1
56.27,Lanche,7,1,0
68.45,Alimentação,6,1,1
45.12,Combustível,3,1,1
136.51,Lazer,5,0,1
57.02,Lazer,7,0,1
83.51,Alimentação,2,1,0
65.77,Lanche,6,1,1
11.98,Manutenção,4,1,1
124.07,Combustível,3,1,1
73.0,Combustível,5,1,1
41.76,Combustível,3,1,1
72.34,Lanche,2,0,1
95.17,Lazer,2,0,1
109.21,Lazer,4,0,1
110.13,Lazer,3,0,0
22.48,Lazer,5,0,0
84.11,Lazer,7,0,0
24.78,Manutenção,7,1,1
116.32,Lanche,2,1,1
94.24,Lazer,4,0,0
140.62,Lazer,1,0,0
32.49,Alimentação,4,1,1
91.3,Lazer,6,0,0
24.91,Lazer,2,0,0
120.12,Manutenção,1,0,0
41.19,Alimentação,2,1,0
131.54,Lanche,4,0,0
70.78,Lazer,4,0,0
90.04,Combustível,3,1,1
81.79,Lazer,4,0,1
14.96,Alimentação,5,1,1
47.21,Lazer,4,0,1
34.13,Lazer,1,0,0
138.68,Combustível,3,1,1
57.76,Manutenção,3,1,1
78.35,Lazer,7,0,0
90.64,Lanche,1,0,1
88.75,Lanche,3,0,1
97.87,Lazer,3,0,0
121.39,Combustível,3,1,1
33.62,Combustível,7,1,1
54.16,Lanche,7,1,1
54.91,Combustível,3,1,1
17.67,Combustível,7,1,1
33.03,Manutenção,5,0,0
99.91,Lazer,2,0,1
120.09,Combustível,5,1,1
147.04,Lanche,7,0,0
65.78,Combustível,6,1,1
99.23,Alimentação,3,1,0
17.63,Manutenção,2,0,0
97.57,Lazer,1,0,0
28.14,Lanche,3,0,1
115.25,Manutenção,5,1,1
67.35,Lanche,7,1,1
40.7,Lanche,2,1,1
142.15,Lanche,4,0,0
82.89,Combustível,2,1,1
140.2,Combustível,1,1,1
69.95,Manutenção,2,0,1
54.97,Alimentação,3,1,1
22.46,Combustível,3,1,1
68.07,Manutenção,3,0,1
65.24,Lanche,5,1,1
43.34,Combustível,3,1,1
43.7,Lanche,2,0,1
119.38,Lanche,5,0,1
16.36,Manutenção,2,1,0
62.4,Alimentação,2,1,0
105.24,Lazer,1,0,0
115.21,Lazer,7,0,0
82.0,Combustível,5,1,1
88.15,Manutenção,6,1,1
30.52,Alimentação,2,1,0
139.98,Lazer,4,0,0
87.38,Manutenção,3,1,1
45.98,Lazer,3,0,1
10.58,Lanche,6,0,1
148.3,Lazer,3,0,0
125.23,Lazer,1,0,1
86.19,Lazer,3,0,1
63.66,Combustível,2,1,1
98.72,Alimentação,6,1,0
66.51,Lazer,4,0,0
140.4,Manutenção,7,1,1
90.6,Combustível,6,1,1
124.24,Lazer,1,0,1
120.38,Alimentação,5,1,1
82.86,Combustível,5,1,1
133.16,Combustível,2,1,1
125.58,Lazer,3,0,0
16.99,Alimentação,7,1,1
92.4,Manutenção,3,1,1
48.46,Combustível,6,1,1
31.04,Alimentação,4,1,0
140.69,Manutenção,2,1,1
79.89,Manutenção,6,1,1
106.68,Alimentação,5,1,1
77.56,Manutenção,5,1,0
51.26,Manutenção,5,0,0
139.61,Combustível,3,1,1
24.45,Lanche,4,1,0
20.8,Manutenção,1,0,1
39.0,Combustível,4,1,1
121.53,Manutenção,6,1,0
15.81,Lanche,5,1,1
65.04,Alimentação,3,1,0
120.63,Alimentação,5,1,0
17.78,Manutenção,5,0,1
29.41,Lazer,3,0,1
39.2,Lazer,2,0,1
103.92,Alimentação,1,1,1
53.27,Lanche,6,1,1
145.83,Manutenção,2,1,0
131.8,Combustível,4,1,1
94.0,Manutenção,7,1,1
11.31,Lanche,7,0,1
72.18,Combustível,6,1,1
135.57,Combustível,6,1,1
51.95,Lazer,5,0,0
108.68,Manutenção,7,0,0
43.54,Manutenção,4,0,0
24.08,Combustível,3,1,1
19.02,Combustível,7,1,1
120.31,Lanche,1,1,0
62.73,Combustível,1,1,1
101.41,Manutenção,5,1,0
75.21,Manutenção,7,1,1
29.85,Combustível,7,1,1
87.96,Lazer,4,0,1
64.56,Lazer,7,0,1
106.8,Alimentação,2,1,1
139.42,Manutenção,1,0,1
108.65,Lazer,6,0,0
81.22,Combustível,6,1,1
66.3,Lazer,6,0,0
145.34,Alimentação,5,1,0
101.78,Combustível,7,1,1
139.55,Alimentação,7,1,0
76.0,Combustível,4,1,1
84.4,Alimentação,6,1,1
18.14,Combustível,6,1,1
36.43,Manutenção,5,0,1
95.12,Manutenção,1,0,1
62.59,Manutenção,1,1,0
62.45,Manutenção,3,0,0
105.45,Lanche,2,1,1
67.67,Combustível,2,1,1
68.56,Alimentação,7,1,0
56.57,Lanche,4,1,0
79.61,Manutenção,4,1,0
49.34,Manutenção,1,0,1
90.82,Alimentação,2,1,0
143.63,Combustível,3,1,1
43.56,Lanche,4,0,0
67.43,Alimentação,4,1,1
118.21,Alimentação,2,1,1
30.77,Manutenção,4,1,1
118.26,Lazer,3,0,1
120.06,Lanche,2,0,1
31.7,Lazer,1,0,1
111.64,Lanche,6,0,1
18.78,Alimentação,7,1,1
58.89,Alimentação,3,1,0
113.38,Combustível,7,1,1
64.56,Alimentação,5,1,1
94.1,Combustível,7,1,1
15.74,Lanche,4,1,0
108.2,Alimentação,4,1,0
66.6,Lazer,7,0,1
57.53,Alimentação,2,1,0
15.75,Lanche,2,1,1
124.69,Manutenção,1,1,0
91.83,Lazer,4,0,0
103.15,Alimentação,3,1,0
36.18,Alimentação,1,1,1
124.79,Lazer,2,0,1
21.09,Lanche,6,0,1
65.96,Manutenção,1,0,1
71.91,Alimentação,1,1,1
130.61,Manutenção,6,0,0
75.77,Manutenção,4,1,1
137.65,Lanche,4,1,1
60.19,Alimentação,2,1,0
19.47,Lanche,5,0,1
116.93,Lazer,3,0,0
113.12,Alimentação,5,1,1
85.88,Manutenção,3,1,1
145.66,Lanche,5,0,1
108.63,Lanche,2,1,1
55.27,Combustível,5,1,1
145.5,Alimentação,2,1,1
61.54,Combustível,1,1,1
46.11,Alimentação,7,1,0
101.3,Manutenção,6,0,0
47.29,Combustível,5,1,1
27.97,Lazer,7,0,0
92.5,Combustível,4,1,1
69.91,Alimentação,5,1,1
114.02,Lanche,6,1,1
129.43,Lazer,3,0,0
103.21,Lanche,7,0,1
45.46,Lanche,1,1,1
56.2,Manutenção,6,0,1
133.27,Manutenção,5,0,0
120.65,Alimentação,1,1,1
121.15,Combustível,7,1,1
38.39,Combustível,1,1,1
113.03,Lazer,7,0,0
121.92,Lazer,6,0,1
42.32,Lanche,3,0,1
75.61,Lanche,2,0,1
113.38,Manutenção,5,0,0
107.03,Combustível,4,1,1
109.58,Lanche,7,0,0
146.75,Lazer,5,0,0
80.05,Alimentação,3,1,1
78.02,Combustível,2,1,1
61.97,Lanche,2,1,1
135.28,Manutenção,4,0,0
12.77,Alimentação,7,1,1
114.42,Manutenção,3,0,1
75.16,Combustível,2,1,1
103.28,Lazer,7,0,1
105.63,Lanche,1,1,0
121.07,Manutenção,1,0,0
120.2,Lazer,2,0,1
135.48,Combustível,3,1,1
